Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
tabella speciale carburanti,NP,NP,VIA,ASIAGO,6,2459,2,NP,183,carburanti e lubrificanti,20.0,477.0
tabella speciale carburanti,NP,NP,VIA,BISTOLFI LEONARDO,11,2682,3,esterno,150,carburanti e lubrificanti,26.0,0.0
tabella speciale carburanti,NP,NP,VIA,BISTOLFI LEONARDO,11,2682,3,NP,150,carburanti e lubrificanti,31.0,256.0
tabella speciale carburanti,NP,NP,VIA,BOCCONI FERDINANDO,15,4050,5,esterno,105,carburanti e lubrificanti,30.0,2.0
tabella speciale carburanti,NP,NP,VIA,BONFADINI ROMUALDO,280,3341,4,esterno,128,carburanti e lubrificanti,8.0,0.0
tabella speciale carburanti,NP,NP,VIA,CASSINIS GIOVANNI BATTISTA,31,4309,4,esterno,73,carburanti e lubrificanti,5.0,0.0
tabella speciale carburanti,NP,NP,VIA,DEI MISSAGLIA,9,5340,5,esterno,57,carburanti e lubrificanti,24.0,8.0
tabella speciale carburanti,NP,NP,VIA,DELLA CHIESA ROSSA,15,5321,5,NP,32,carburanti e lubrificanti,20.0,230.0
tabella speciale carburanti,NP,NP,VIA,DELLA CHIESA ROSSA,175,5321,5,esterno,70,carburanti e lubrificanti,20.0,1.0
tabella speciale carburanti,NP,NP,VIA,DELLA CHIESA ROSSA,267,5321,5,esterno,95,carburanti e lubrificanti,22.0,2.0
tabella speciale carburanti,NP,NP,VIA,DELLA CHIESA ROSSA,41,5321,5,NP,42,carburanti e lubrificanti,20.0,200.0
tabella speciale carburanti,NP,NP,VIA,DELLE FORZE ARMATE,34,6643,7,esterno,197,carburanti e lubrificanti,30.0,15.0
tabella speciale carburanti,NP,NP,VIA,DEL MARE,30,5318,6,esterno,117,carburanti e lubrificanti,16.0,0.0
tabella speciale carburanti,NP,NP,VIA,DE MARCHI EMILIO,37,1418,2,esterno,64,carburanti e lubrificanti,9.0,0.0
tabella speciale carburanti,NP,NP,VIA,EUSTACHI BARTOLOMEO,43,2165,3,esterno,47,in attesa di revoca,4.0,0.0
tabella speciale carburanti,NP,NP,VIA,GALLARATE,392,7420,8,esterno,102,carburanti e lubrificanti,17.0,30.0
tabella speciale carburanti,NP,NP,VIA,GALLARATE,40,7420,8,NP,NP,accessori auto,22.0,53.0
tabella speciale carburanti,NP,NP,VIA,GALVANI LUIGI,34,1179,2,esterno,272,carburanti e lubrificanti,16.0,0.0
tabella speciale carburanti,NP,NP,VIA,GRADO,11,2318,2,interno,255,carburanti e lubrificanti,13.0,0.0
tabella speciale carburanti,NP,NP,VIA,GRASSI GIOVANNI BATTISTA,15,7465,8,esterno,88,carburanti e lubrificanti,2.0,0.0
tabella speciale carburanti,NP,NP,VIA,IMBONATI CARLO,70,1311,9,esterno,53,carburanti e lubrificanti,14.0,8.0
tabella speciale carburanti,NP,NP,VIA,LEONCAVALLO RUGGERO,25,2389,2,esterno,336,carburanti e lubrificanti,50.0,500.0
tabella speciale carburanti,NP,NP,VIA,LITTA MODIGNANI ALESSANDRO,50,1539,9,esterno,29,carburanti e lubrificanti,50.0,14.0
tabella speciale carburanti,NP,NP,VIA,LODOVICO IL MORO,201,5290,6,NP,NP,tabella speciale carburanti,26.0,0.0
tabella speciale carburanti,NP,NP,VIA,LOMELLINA,49,3280,4,esterno,218,carburanti e lubrificanti,3.0,0.0
tabella speciale carburanti,NP,NP,VIA,LORENTEGGIO,243,5132,6,esterno,127,carburanti e lubrificanti,20.0,480.0
tabella speciale carburanti,NP,NP,VIA,MARCO D'AGRATE,30,4276,5,NP,NP,carburanti e lubrificanti,15.0,0.0
tabella speciale carburanti,NP,NP,VIA,NOVARA,286,6624,7,NP,109,carburanti e lubrificanti,20.0,780.0
tabella speciale carburanti,NP,NP,VIA,NOVARA,342,6624,7,esterno,107,carburanti e lubrificanti,35.0,240.0
tabella speciale carburanti,NP,NP,VIA,ORNATO LUIGI,145,1591,9,NP,2,carburanti e lubrificanti,2.0,0.0
tabella speciale carburanti,NP,NP,VIA,PADOVA,91,2275,2,interno,298,carburanti e lubrificanti,6.0,279.0
tabella speciale carburanti,NP,NP,VIA,PALATINO,1,6523,7,esterno,194,carburanti e lubrificanti,15.0,0.0
tabella speciale carburanti,NP,NP,VIA,PALESTRO,16,2102,1,NP,94,carburanti e lubrificanti,6.0,0.0
tabella speciale carburanti,NP,NP,VIA,PALMANOVA,85,2390,2,esterno,290,carburanti e lubrificanti,20.0,9.0
tabella speciale carburanti,NP,NP,VIA,PASTA GIUDITTA,86,1583,9,esterno,NP,carburanti e lubrificanti,230.0,1330.0
tabella speciale carburanti,NP,NP,VIA,PERGOLESI GIOVANNI BATTISTA,21,2231,3,NP,24,carburanti e lubrificanti,40.0,0.0
tabella speciale carburanti,NP,NP,VIA,PRIMATICCIO FRANCESCO,140,6646,6,esterno,36,carburanti e lubrificanti,21.0,0.0
tabella speciale carburanti,NP,NP,VIA,PRINA GIUSEPPE,1,7135,8,esterno,104,carburanti e lubrificanti,5.0,1195.0
tabella speciale carburanti,NP,NP,VIA,PROCACCINI GIULIO CESARE,9,7204,8,NP,65,carburanti e lubrificanti,31.0,0.0
tabella speciale carburanti,NP,NP,VIA,REMBRANDT,25,6618,7,esterno,192,carburanti e lubrificanti,50.0,1200.0
tabella speciale carburanti,NP,NP,VIA,RIPAMONTI GIUSEPPE,182,4066,5,esterno,161,carburanti e lubrificanti,5.0,150.0
tabella speciale carburanti,NP,NP,VIA,RIPAMONTI GIUSEPPE,400,4066,5,esterno,203,carburanti e lubrificanti,9.0,468.0
tabella speciale carburanti,NP,NP,VIA,ROGOREDO,140,4373,4,esterno,158,carburanti e lubrificanti,13.0,2.0
tabella speciale carburanti,NP,NP,VIA,ROGOREDO,110,4373,4,NP,158,carburanti e lubrificanti,17.0,1752.0
tabella speciale carburanti,NP,NP,VIA,ROMBON,50,2659,3,esterno,99,carburanti e lubrificanti,18.0,12.0
tabella speciale carburanti,NP,NP,VIA,SAN GIUSTO,66,6315,7,esterno,43,carburanti e lubrificanti,28.0,5.0
tabella speciale carburanti,NP,NP,VIA,SANTA RITA DA CASCIA,41,5301,6,esterno,44,carburanti e lubrificanti,68.0,1732.0
tabella speciale carburanti,NP,NP,VIA,SANTA RITA DA CASCIA,60,5301,6,esterno,63,carburanti e lubrificanti,12.0,32.0
tabella speciale carburanti,NP,NP,VIA,SPEZIA,1,5268,6,area ap.rec.,157,carburanti e lubrificanti,45.0,0.0
tabella speciale carburanti,NP,NP,VIA,TABACCHI ODOARDO,22,5223,5,esterno,129,carburanti e lubrificanti,2.0,0.0
tabella speciale carburanti,NP,NP,VIA,VENIERO SEBASTIANO,3,6423,8,esterno,168,in attesa di revoca,30.0,840.0
tabella speciale carburanti,NP,NP,VIA,VINCENZO DA SEREGNO,2,1557,9,esterno,92,carburanti e lubrificanti,20.0,80.0
tabella speciale carburanti,NP,NP,VLE,BEATRICE D'ESTE,44,4048,5,esterno,91,carburanti e lubrificanti,28.0,2.0
tabella speciale carburanti,NP,NP,VLE,BODIO LUIGI,SNC,1237,9,esterno,78,carburanti e lubrificanti,8.0,0.0
tabella speciale carburanti,NP,NP,VLE,FAMAGOSTA,12,5353,6,NP,76,carburanti e lubrificanti,25.0,0.0
tabella speciale carburanti,NP,NP,VLE,GIOVANNI DA CERMENATE,82,5261,5,esterno,24,carburanti e lubrificanti,40.0,410.0
tabella speciale carburanti,NP,NP,VLE,JENNER EDOARDO,34,1230,9,esterno,87,carburanti e lubrificanti,27.0,48.0
tabella speciale carburanti,NP,NP,VLE,JENNER EDOARDO,69,1230,9,esterno,97,in attesa di revoca,14.0,33.0
tabella speciale carburanti,NP,NP,VLE,JENNER EDOARDO,69,1230,9,NP,NP,tabella speciale carburanti,13.0,0.0
tabella speciale carburanti,NP,NP,VLE,LEGIONI ROMANE,9,6649,6,esterno,26,carburanti e lubrificanti,4.0,6.0
tabella speciale carburanti,NP,NP,VLE,LIGURIA,12,5264,6,NP,155,carburanti e lubrificanti,90.0,0.0
tabella speciale carburanti,NP,NP,VLE,LIGURIA,42,5264,6,esterno,157,accessori e ricambi auto-moto,13.0,0.0
tabella speciale carburanti,NP,NP,VLE,MONZA,280,2274,2,esterno,32,carburanti e lubrificanti,20.0,0.0
tabella speciale carburanti,NP,NP,VLE,MONZA,285,2274,2,esterno,64,carburanti e lubrificanti,87.0,73.0
tabella speciale carburanti,NP,NP,VLE,MONZA,305,2274,2,NP,NP,tabella speciale carburanti,20.0,6.0
tabella speciale carburanti,NP,agip,VIA,COMASINA,19,1573,9,esterno,34,carburanti e lubrificanti,11.0,0.0
tabella speciale carburanti,NP,agip,VLE,MONZA,316,2274,2,esterno,15,carburanti e lubrificanti,28.0,0.0
tabella speciale carburanti,NP,api,VIA,DEL MARE,35,5318,5,esterno,133,carburanti e lubrificanti,16.0,2.0
tabella speciale carburanti,NP,autolavaggio,VIA,WASHINGTON GIORGIO,111,6111,6,esterno,3,carburanti e lubrificanti,2.0,800.0
tabella speciale carburanti,NP,autolavaggio furiati snc,VIA,CORELLI ARCANGELO,56,3243,3,interno,13,accessori e ricambi auto-moto,7.0,0.0
tabella speciale carburanti,NP,d e d service snc.,VIA,BROFFERIO ANGELO,7,1465,9,NP,28,carburanti e lubrificanti,15.0,25.0
tabella speciale carburanti,NP,distrib carburante ip,VIA,RIPAMONTI GIUSEPPE,159,4066,5,esterno,109,carburanti e lubrificanti,13.0,0.0
tabella speciale carburanti,NP,distributore benzina,VLE,PAPINIANO,53,5097,1,esterno,60,carburanti e lubrificanti,21.0,0.0
tabella speciale carburanti,NP,distributore carburanti,VLE,REGINA MARGHERITA,4,3059,1,NP,133,carburanti e lubrificanti,20.0,0.0
tabella speciale carburanti,NP,distributore q8,VIA,DELLE FORZE ARMATE,241,6643,7,esterno,170,carburanti e lubrificanti,17.0,0.0
tabella speciale carburanti,NP,esso,PLE,CORVETTO LUIGI EMANUELE,8,4174,4,esterno,137,carburanti e lubrificanti,42.0,0.0
tabella speciale carburanti,NP,esso,VIA,DALL'ONGARO FRANCESCO,31,3287,4,esterno,214,carburanti e lubrificanti,3.0,0.0
tabella speciale carburanti,NP,esso,VIA,DELLE FORZE ARMATE,226,6643,7,esterno,169,carburanti e lubrificanti,16.0,0.0
tabella speciale carburanti,NP,esso,VIA,MAROCHETTI CARLO,142,4185,4,esterno,NP,carburanti e lubrificanti,33.0,587.0
tabella speciale carburanti,NP,esso,VIA,REMBRANDT,13,6618,7,esterno,3,carburanti e lubrificanti,25.0,0.0
tabella speciale carburanti,NP,esso,VLE,MONZA,244,2274,2,esterno,65,carburanti e lubrificanti,23.0,0.0
tabella speciale carburanti,NP,ip,PZA,DELLA REPUBBLICA,5,1055,1,esterno,13,carburanti e lubrificanti,6.0,0.0
tabella speciale carburanti,NP,ip,VIA,GALVANI LUIGI,34,1179,2,esterno,238,carburanti e lubrificanti,16.0,0.0
tabella speciale carburanti,NP,ip,VIA,SALOMONE ORESTE,61,3325,4,esterno,91,carburanti e lubrificanti,6.0,0.0
tabella speciale carburanti,NP,ip,VLE,BRIANZA,32,2263,2,esterno,339,carburanti e lubrificanti,6.0,0.0
tabella speciale carburanti,NP,i p,PZA,TRENTO,38,4220,5,esterno,NP,carburanti e lubrificanti,14.0,0.0
tabella speciale carburanti,NP,i.p.,VIA,SILVA GUGLIELMO,10,6400,8,esterno,172,carburanti e lubrificanti,2.0,0.0
tabella speciale carburanti,NP,italiana petroli,VLE,MONZA,166,2274,2,esterno,145,carburanti e lubrificanti,27.0,15.0
tabella speciale carburanti,NP,piaggio,VIA,ARIBERTO DA INTIMIANO,31,5092,1,esterno,224,carburanti e lubrificanti,14.0,140.0
tabella speciale carburanti,NP,q8,LGO,MURANI ORESTE,5,3234,3,esterno,150,carburanti e lubrificanti,3.0,0.0
tabella speciale carburanti,NP,q8,VIA,FERRARI VIRGILIO,16,7583,5,esterno,26,carburanti e lubrificanti,144.0,1183.0
tabella speciale carburanti,NP,q8,VIA,LORENTEGGIO,260,5132,6,esterno,NP,carburanti e lubrificanti,70.0,530.0
tabella speciale carburanti,NP,q8,VIA,MECENATE,105,3323,4,esterno,98,carburanti e lubrificanti,24.0,0.0
tabella speciale carburanti,NP,shell,PZA,OVIDIO,1,3324,4,esterno,NP,carburanti e lubrificanti,6.0,0.0
tabella speciale carburanti,NP,shell,VIA,DELLE FORZE ARMATE,41,6643,7,esterno,207,carburanti e lubrificanti,5.0,0.0
tabella speciale carburanti,NP,shell,VIA,GALLARATE,400,7420,8,esterno,102,carburanti e lubrificanti,24.0,0.0
tabella speciale carburanti,NP,shelll,VIA,DELLA CHIESA ROSSA,157,5321,5,esterno,70,carburanti e lubrificanti,12.0,388.0
tabella speciale carburanti,NP,stazione shell,VLE,MARCHE,62,1360,9,esterno,91,carburanti e lubrificanti,16.0,17.0
tabella speciale carburanti,NP,staz.servizio q8,VIA,RIZZOLI ANGELO,20,2588,3,esterno,NP,carburanti e lubrificanti,22.0,0.0
tabella speciale carburanti,NP,tamoil,VIA,MECENATE,69,3323,4,esterno,82,carburanti e lubrificanti,15.0,150.0
tabella speciale carburanti,NP,tamoil,VLE,CRISPI FRANCESCO,28,1063,1,esterno,318,carburanti e lubrificanti,40.0,0.0
tabella speciale carburanti,NP,total,PZA,AMATI CARLO,1,6629,7,esterno,270,carburanti e lubrificanti,40.0,0.0
tabella speciale carburanti,NP,total,VIA,GALLARATE,417,7420,8,esterno,100,carburanti e lubrificanti,21.0,8.0
tabella speciale carburanti,NP,totalfina italia spa.,VLE,MARCHE,36,1360,2,esterno,88,carburanti e lubrificanti,16.0,0.0
tabella speciale carburanti,NP,NP,VIA,SAN GIUSTO,66,6315,7,NP,NP,tabella speciale carburanti,40.0,11.0
tabella speciale carburanti,NP,NP,VLE,SARCA,193,1427,9,NP,48,bar tabacchi,31.0,19.0
tabella speciale carburanti,NP,esso,VLE,CERTOSA,2,7174,8,esterno,336,carburanti e lubrificanti,12.0,50.0
tabella speciale carburanti,alimentare,NP,VIA,PONTI ETTORE,20,5297,6,NP,18,carburanti e lubrificanti,32.0,649.0
tabella speciale carburanti,"alimentare, non alimentare",NP,VLE,FERMI ENRICO,130,1088,9,NP,NP,accessori e ricambi auto-moto,25.0,31.0
tabella speciale carburanti,"alimentare, non alimentare",NP,VIA,NOVARA,82,6624,7,NP,NP,"acqua, bibite, snack, non alimentari e tabella speciale carburanti",35.0,842.0
tabella speciale carburanti,non alimentare,NP,VLE,LIGURIA,12,5264,6,NP,155,carburanti e lubrificanti,90.0,0.0
tabella speciale carburanti,non alimentare,NP,VIA,MECENATE,105,3323,4,NP,NP,vendita al dettaglio settore non alimentare,30.0,20.0
tabella speciale carburanti,non alimentare,NP,VLE,CASSALA,31,5275,6,NP,NP,"prodotti ed accessori auto, tabella speciale carburanti",12.0,82.0
tabella speciale carburanti,non alimentare,NP,VLE,CASSALA,4,5275,6,NP,NP,"prodotti e accessori auto, tabella speciale carburanti",15.0,85.0
tabella speciale farmacie,NP,NP,CSO,BUENOS AIRES,14,2129,3,esterno,108,farmacia (articoli sussidiari),93.0,15.0
tabella speciale farmacie,NP,NP,CSO,COLOMBO CRISTOFORO,1,5114,6,esterno,54,farmacia (articoli sussidiari),44.0,0.0
tabella speciale farmacie,NP,NP,CSO,COLOMBO CRISTOFORO,6,5114,6,esterno,48,farmacia (articoli sussidiari),35.0,28.0
tabella speciale farmacie,NP,NP,CSO,DI PORTA TICINESE,98,541,1,esterno,127,farmacia (articoli sussidiari),23.0,30.0
tabella speciale farmacie,NP,NP,CSO,GARIBALDI GIUSEPPE,49,1010,1,esterno,170,farmacia (articoli sussidiari),70.0,120.0
tabella speciale farmacie,NP,NP,CSO,LODI,5,4068,4,esterno,168,farmacia (articoli sussidiari),50.0,80.0
tabella speciale farmacie,NP,NP,CSO,MAGENTA,96,604,1,esterno,69,farmacia (articoli sussidiari),42.0,45.0
tabella speciale farmacie,NP,NP,CSO,VENTIDUE MARZO,52/7,3074,4,esterno,263,farmacia (articoli sussidiari),40.0,35.0
tabella speciale farmacie,NP,NP,CSO,VERCELLI,5,6193,7,esterno,236,farmacia (articoli sussidiari),40.0,50.0
tabella speciale farmacie,NP,NP,VIA,CASATI FELICE,27,2122,2,interno,NP,farmacia (articoli sussidiari),150.0,25.0
tabella speciale farmacie,NP,NP,LGO,DOMODOSSOLA,1,6140,8,esterno,80,farmacia (articoli sussidiari),36.0,17.0
tabella speciale farmacie,NP,NP,LGO,MURANI ORESTE,2,3234,3,esterno,151,farmacia (articoli sussidiari),68.0,37.0
tabella speciale farmacie,NP,NP,PLE,PIOLA GABRIO,1,2216,3,esterno,97,farmacia (articoli sussidiari),50.0,15.0
tabella speciale farmacie,NP,NP,PLE,UDINE,8,2651,3,esterno,58,farmacia (articoli sussidiari),100.0,60.0
tabella speciale farmacie,NP,NP,PZA,CAVOUR,5,237,1,esterno,16,farmacia (articoli sussidiari),75.0,15.0
tabella speciale farmacie,NP,NP,PZA,DEL TRICOLORE,2,3047,1,esterno,1,farmacia (articoli sussidiari),40.0,40.0
tabella speciale farmacie,NP,NP,PZA,DUCA D'AOSTA,4,1200,2,esterno,53,farmacia (articoli sussidiari),32.0,52.0
tabella speciale farmacie,NP,NP,PZA,GUARDI FRANCESCO,15,3312,3,esterno,188,farmacia (articoli sussidiari),50.0,0.0
tabella speciale farmacie,NP,NP,PZA,SEMPIONE,8,7111,1,esterno,136,farmacia (articoli sussidiari),35.0,35.0
tabella speciale farmacie,NP,NP,PZA,STUPARICH CARLO,4,6468,8,esterno,165,farmacia (articoli sussidiari),107.0,66.0
tabella speciale farmacie,NP,NP,RIP,DI PTA TICINESE,33,5150,6,esterno,74,farmacia (articoli sussidiari),28.0,42.0
tabella speciale farmacie,NP,NP,VIA,AIROLO,36,1333,9,esterno,18,farmacia (articoli sussidiari),50.0,24.0
tabella speciale farmacie,NP,NP,VIA,ALAMANNI LUIGI,2,4253,5,esterno,103,farmacia (articoli sussidiari),73.0,0.0
tabella speciale farmacie,NP,NP,VIA,ANTONINI GIACOMO,56,4250,5,esterno,100,farmacia (articoli sussidiari),18.0,40.0
tabella speciale farmacie,NP,NP,VIA,ARCHIMEDE,20,3086,4,esterno,27,farmacia (articoli sussidiari),44.0,40.0
tabella speciale farmacie,NP,NP,VIA,BIGLI,28,224,1,esterno,314,farmacia (articoli sussidiari),40.0,40.0
tabella speciale farmacie,NP,NP,VIA,BIXIO NINO,1,3133,3,NP,151,farmacia (articoli sussidiari),50.0,65.0
tabella speciale farmacie,NP,NP,VIA,BUONARROTI MICHELANGELO,5,6253,7,esterno,214,farmacia (articoli sussidiari),30.0,30.0
tabella speciale farmacie,NP,NP,VIA,CANDIANI GIUSEPPE,122,1242,9,esterno,12,farmacia (articoli sussidiari),23.0,30.0
tabella speciale farmacie,NP,NP,VIA,CANONICA LUIGI,6,7121,1,esterno,125,farmacia (articoli sussidiari),25.0,32.0
tabella speciale farmacie,NP,NP,VIA,CASTALDI PANFILO,29,2119,3,esterno,129,farmacia (articoli sussidiari),55.0,5.0
tabella speciale farmacie,NP,NP,VIA,CASTEL MORRONE,6,3185,3,esterno,179,farmacia (articoli sussidiari),53.0,23.0
tabella speciale farmacie,NP,NP,VIA,CELENTANO BERNARDO,1,2384,2,esterno,230,farmacia (articoli sussidiari),90.0,90.0
tabella speciale farmacie,NP,NP,VIA,CINQUE MAGGIO,1,7459,8,esterno,113,farmacia (articoli sussidiari),50.0,0.0
tabella speciale farmacie,NP,NP,VIA,CIVITALI MATTEO,41,6569,7,esterno,239,farmacia (articoli sussidiari),43.0,14.0
tabella speciale farmacie,NP,NP,VIA,COLLECCHIO,4,6459,8,esterno,103,farmacia (articoli sussidiari),28.0,5.0
tabella speciale farmacie,NP,NP,VIA,CORRENTI CESARE,2,555,1,esterno,281,farmacia (articoli sussidiari),80.0,18.0
tabella speciale farmacie,NP,NP,VIA,CREMA,17,4061,5,esterno,193,farmacia (articoli sussidiari),43.0,0.0
tabella speciale farmacie,NP,NP,VIA,DE ANGELI CARLO,1,4326,5,NP,NP,tabella speciale farmacie,71.0,9.0
tabella speciale farmacie,NP,NP,VIA,DEI FIORDALISI,2,6710,6,esterno,121,farmacia (articoli sussidiari),95.0,5.0
tabella speciale farmacie,NP,NP,VIA,DELL' ORSO,1,123,1,esterno,311,farmacia (articoli sussidiari),70.0,55.0
tabella speciale farmacie,NP,NP,VIA,ETNA,2,6239,7,esterno,266,farmacia (articoli sussidiari),49.0,36.0
tabella speciale farmacie,NP,NP,VIA,FORNI GEROLAMO,34,1677,9,esterno,36,farmacia (articoli sussidiari),23.0,29.0
tabella speciale farmacie,NP,NP,VIA,KANT EMANUELE,6,7477,8,interno,61,farmacia (articoli sussidiari),33.0,35.0
tabella speciale farmacie,NP,NP,VIA,LAGRANGE GIUSEPPE,2,5205,5,esterno,94,farmacia (articoli sussidiari),42.0,22.0
tabella speciale farmacie,NP,NP,VIA,LAMARMORA ALFONSO,2,4103,1,esterno,116,farmacia (articoli sussidiari),35.0,27.0
tabella speciale farmacie,NP,NP,VIA,LARGA,6,318,1,esterno,390,farmacia (articoli sussidiari),30.0,20.0
tabella speciale farmacie,NP,NP,VIA,LITTA MODIGNANI ALESSANDRO,5,1539,9,esterno,79,farmacia (articoli sussidiari),92.0,0.0
tabella speciale farmacie,NP,NP,VIA,LORENTEGGIO,22,5132,6,esterno,126,farmacia (articoli sussidiari),60.0,10.0
tabella speciale farmacie,NP,NP,VIA,MALPIGHI MARCELLO,12,2182,3,esterno,145,farmacia (articoli sussidiari),36.0,46.0
tabella speciale farmacie,NP,NP,VIA,MASOTTO UMBERTO,1,3283,4,esterno,219,farmacia (articoli sussidiari),67.0,85.0
tabella speciale farmacie,NP,NP,VIA,MONTE ROSA,27,6388,7,esterno,161,farmacia (articoli sussidiari),40.0,70.0
tabella speciale farmacie,NP,NP,VIA,MONTI VINCENZO,56,6155,1,esterno,74,farmacia (articoli sussidiari),62.0,90.0
tabella speciale farmacie,NP,NP,VIA,NATTA GIULIO,20,6860,8,esterno,84,farmacia (articoli sussidiari),45.0,5.0
tabella speciale farmacie,NP,NP,VIA,NOVARA,3,6624,7,esterno,106,farmacia (articoli sussidiari),110.0,30.0
tabella speciale farmacie,NP,NP,VIA,OLMETTO,21,553,1,esterno,352,farmacia (articoli sussidiari),37.0,32.0
tabella speciale farmacie,NP,NP,VIA,OREFICI,2,547,1,esterno,436,farmacia (articoli sussidiari),95.0,0.0
tabella speciale farmacie,NP,NP,VIA,PICHI MARIO,9,5236,6,esterno,81,farmacia (articoli sussidiari),105.0,15.0
tabella speciale farmacie,NP,NP,VIA,PIERO DELLA FRANCESCA,3,7188,8,esterno,57,farmacia (articoli sussidiari),55.0,27.0
tabella speciale farmacie,NP,NP,VIA,PONTACCIO,22,143,1,esterno,244,farmacia (articoli sussidiari),38.0,25.0
tabella speciale farmacie,NP,NP,VIA,PONTE NUOVO,40,2494,2,esterno,167,farmacia (articoli sussidiari),90.0,0.0
tabella speciale farmacie,NP,NP,VIA,RIPAMONTI GIUSEPPE,108,4066,5,esterno,42,farmacia (articoli sussidiari),40.0,30.0
tabella speciale farmacie,NP,NP,VIA,SAFFI AURELIO,6,6159,1,esterno,234,farmacia (articoli sussidiari),45.0,35.0
tabella speciale farmacie,NP,NP,VIA,SAINT BON SIMONE,2,6670,7,esterno,186,farmacia (articoli sussidiari),100.0,0.0
tabella speciale farmacie,NP,NP,VIA,SAN BERNARDO,42,4351,5,NP,NP,farmacia (articoli sussidiari),25.0,0.0
tabella speciale farmacie,NP,NP,VIA,SAN GLICERIO,6,1626,9,esterno,47,farmacia (articoli sussidiari),64.0,73.0
tabella speciale farmacie,NP,NP,VIA,SAN MARCO,18,1036,1,esterno,249,farmacia (articoli sussidiari),59.0,75.0
tabella speciale farmacie,NP,NP,VIA,SAN VINCENZO,1,5098,1,esterno,455,farmacia (articoli sussidiari),45.0,45.0
tabella speciale farmacie,NP,NP,VIA,SAN VITTORE,12,647,1,esterno,284,farmacia (articoli sussidiari),45.0,26.0
