Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
alimentare,NP,NP,PZA,BOLIVAR SIMONE,3,6129,6,NP,152,dolciumi,20.0,0.0
alimentare,NP,NP,PZA,BOLIVAR SIMONE,6,6129,6,NP,85,minimercati,32.0,68.0
alimentare,NP,NP,PZA,BOLIVAR SIMONE,7,6129,6,NP,NP,alimentari vari.,22.0,87.0
alimentare,NP,NP,PZA,BOTTINI ENRICO,2,2572,3,NP,84,bibite e bevande analcoliche,4.0,53.0
alimentare,NP,NP,PZA,BOTTINI ENRICO,4,2572,3,esterno,84,pasticceria,33.0,20.0
alimentare,NP,NP,PZA,BOTTINI ENRICO,5,2572,3,esterno,39,bar,153.0,31.0
alimentare,NP,NP,PZA,CASTELLO,1,704,1,NP,239,vini - olii e liquori in recip,60.0,290.0
alimentare,NP,NP,PZA,COSTANTINO,1/A,2505,2,NP,NP,panificio (con forno),35.0,80.0
alimentare,NP,NP,PZA,DE ANGELI ERNESTO,2,6276,7,NP,212,caffe crudo e torrefatto,21.0,11.0
alimentare,NP,NP,PZA,DEI MERCANTI,21,546,1,esterno,436,bar,20.0,0.0
alimentare,NP,NP,PZA,DEL CARMINE,1,129,1,esterno,307,dolciumi,20.0,7.0
alimentare,NP,NP,PZA,DEL CARMINE,1,129,1,esterno,307,macelleria,28.0,22.0
alimentare,NP,NP,PZA,DEL DUOMO,27,1,1,interno,454,bar,100.0,50.0
alimentare,NP,NP,PZA,DELLA TRIVULZIANA,1,1765,9,NP,NP,erboristeria prodotti naturali macrobiotici dietetici alimentari macerati,20.0,88.0
alimentare,NP,NP,PZA,DEL TRICOLORE,4,3047,1,NP,1,minimercati,22.0,12.0
alimentare,NP,NP,PZA,DERGANO,2,1500,9,esterno,58,bibite e bevande analcoliche,30.0,23.0
alimentare,NP,NP,PZA,DIAZ ARMANDO,6,339,1,esterno,448,minimercati,150.0,3850.0
alimentare,NP,NP,PZA,DONEGANI CARLO,6,2574,3,esterno,79,"frutta, verdura e funghi",24.0,10.0
alimentare,NP,NP,PZA,DONEGANI CARLO,6,2574,3,NP,79,minimercati,5.0,35.0
alimentare,NP,NP,PZA,FIRENZE,6,7173,8,NP,7,"frutta, verdura e funghi",20.0,20.0
alimentare,NP,NP,PZA,FORTUNATO GIUSTINO,9,1576,9,NP,NP,bibite,12.0,3.0
alimentare,NP,NP,PZA,FUSINA ANDREA,3,3300,3,NP,NP,salumeria e gastronomia.,52.0,0.0
alimentare,NP,NP,PZA,FUSINA ANDREA,3,3300,3,esterno,194,"frutta, verdura e funghi",26.0,3.0
alimentare,NP,NP,PZA,FUSINA ANDREA,3,3300,3,interno,195,macelleria,34.0,0.0
alimentare,NP,NP,PZA,FUSINA ANDREA,3,3300,3,interno,195,pescheria,37.0,2.0
alimentare,NP,NP,PZA,GARIBALDI ANITA,1,6786,7,NP,129,bibite e bevande analcoliche,10.0,30.0
alimentare,NP,NP,PZA,GHIRLANDAIO DOMENICO,7,6598,7,esterno,7,panetteria,38.0,40.0
alimentare,NP,NP,PZA,GOBETTI PIETRO,6,2561,3,esterno,38,cibi cotti da asportare,16.0,0.0
alimentare,NP,NP,PZA,GOBETTI PIETRO,8,2561,3,esterno,60,panificio (con forno),58.0,70.0
alimentare,NP,NP,PZA,GRAMSCI ANTONIO,10,7205,8,NP,62,minimercati,45.0,0.0
alimentare,NP,NP,PZA,GUARDI FRANCESCO,15,3312,3,esterno,188,panetteria,34.0,7.0
alimentare,NP,NP,PZA,GUARDI FRANCESCO,4,3312,3,esterno,189,vini - olii e liquori in recip,75.0,0.0
alimentare,NP,NP,PZA,INSUBRIA,11,3221,4,NP,127,alimentari internazionali,45.0,0.0
alimentare,NP,NP,PZA,LEGA LOMBARDA,3,7084,1,esterno,124,panificio (con forno),25.0,75.0
alimentare,NP,NP,PZA,MELOZZO DA FORLI',7,6619,7,esterno,188,"frutta, verdura e funghi",14.0,10.0
alimentare,NP,NP,PZA,MIANI GUGLIELMO,2,5308,6,esterno,65,macelleria,35.0,20.0
alimentare,NP,NP,PZA,MIANI GUGLIELMO,2,5308,6,NP,NP,"bibite, prodotti del latte, dolciumi, confetteria, gelati",10.0,155.0
alimentare,NP,NP,PZA,MINNITI TITO,5,1133,9,NP,269,macelleria,45.0,25.0
alimentare,NP,NP,PZA,MONTE FALTERONA,1,6558,7,esterno,249,rosticceria,36.0,27.0
alimentare,NP,NP,PZA,MONTE FALTERONA,2,6558,7,esterno,252,panificio (con forno),47.0,30.0
alimentare,NP,NP,PZA,MONTE FALTERONA,2,6558,7,NP,252,panetteria,0.0,0.0
alimentare,NP,NP,PZA,MONTE FALTERONA,4,6558,7,esterno,252,salumeria - rosticceria - cibi,17.0,12.0
alimentare,NP,NP,PZA,MONTE TITANO,SNC,2654,3,NP,NP,minimercati,4.0,14.0
alimentare,NP,NP,PZA,MONTI GIOSIA,6,6332,7,esterno,23,panificio (con forno),28.0,55.0
alimentare,NP,NP,PZA,MORBEGNO,2,2289,2,esterno,330,panificio (con forno),34.0,0.0
alimentare,NP,NP,PZA,NAPOLI,33,5131,6,NP,NP,prodotti di pamwetteria,34.0,4.0
alimentare,NP,NP,PZA,OBERDAN GUGLIELMO,3,2108,3,esterno,138,panetteria,41.0,17.0
alimentare,NP,NP,PZA,OTTO NOVEMBRE,6,2187,3,esterno,149,panetteria,47.0,23.0
alimentare,NP,NP,PZA,PASOLINI GIUSEPPE,2,1327,9,esterno,157,bibite e bevande analcoliche,21.0,43.0
alimentare,NP,NP,PZA,PASOLINI GIUSEPPE,2,1327,9,NP,NP,bibite in attivita' artigianale (kebab),2.0,43.0
alimentare,NP,NP,PZA,PO',10,6234,7,esterno,267,latteria,75.0,15.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,latteria,11.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,macelleria,24.0,4.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,macelleria equine,12.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,salumeria - rosticceria - cibi,23.0,4.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,esterno,281,latteria,29.0,5.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,esterno,281,macelleria,14.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,esterno,281,panetteria,12.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,esterno,281,pasticceria,27.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,polleria,26.0,14.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,salumeria,40.0,10.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,"frutta, verdura e funghi",38.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,interno,281,vini - olii e liquori in recip,43.0,0.0
alimentare,NP,NP,PZA,PREALPI,1,7300,8,NP,281,pescheria,25.0,2.0
alimentare,NP,NP,PZA,PREALPI,5,7300,8,NP,302,bibite e bevande analcoliche,29.0,24.0
alimentare,NP,NP,PZA,PREALPI,7,7300,8,esterno,300,macelleria,45.0,8.0
alimentare,NP,NP,PZA,PREALPI,7,7300,8,esterno,300,panificio (con forno),37.0,81.0
alimentare,NP,NP,PZA,QUATTRO NOVEMBRE,4,1199,2,esterno,247,bar,66.0,58.0
alimentare,NP,NP,PZA,RISORGIMENTO,3,3117,3,NP,175,vini - olii e liquori in recip,13.0,5.0
alimentare,NP,NP,PZA,RISORGIMENTO,4,3117,4,esterno,3,"frutta, verdura e funghi",28.0,15.0
alimentare,NP,NP,PZA,SAN CARLO,2,215,1,esterno,316,pasticceria,10.0,34.0
alimentare,NP,NP,PZA,SAN LUIGI,5,4145,4,esterno,20,panificio (con forno),25.0,30.0
alimentare,NP,NP,PZA,SAN MATERNO,10,2423,3,esterno,12,macelleria equine,40.0,20.0
alimentare,NP,NP,PZA,SAN MATERNO,2,2423,3,esterno,9,macelleria islamica,27.0,15.0
alimentare,NP,NP,PZA,SAN MATERNO,8,2423,3,NP,12,discount alimentare,50.0,0.0
alimentare,NP,NP,PZA,SANTA FRANCESCA ROMANA,1,2183,3,NP,142,pasticceria - gelateria,33.0,34.0
alimentare,NP,NP,PZA,SANT' AGOSTINO,18,5091,1,NP,NP,integratori alimentari in laboratorio medico,19.0,221.0
alimentare,NP,NP,PZA,SANTA MARIA BELTRADE,2,514,1,esterno,440,dolciumi,39.0,10.0
alimentare,NP,NP,PZA,SANT' AMBROGIO,16,643,1,esterno,282,minimercati,20.0,10.0
alimentare,NP,NP,PZA,SANT' EUSTORGIO,4,5186,1,esterno,125,bibite e bevande analcoliche,2.0,29.0
alimentare,NP,NP,PZA,SANT' EUSTORGIO,4,5186,1,NP,NP,bibite e gelati confezionati,30.0,62.0
alimentare,NP,NP,PZA,SCHIAVONE ANDREA,6,1250,9,NP,36,bibite e bevande analcoliche,79.0,0.0
alimentare,NP,NP,PZA,SCHIAVONE ANDREA,8,1250,9,esterno,36,macelleria,16.0,22.0
alimentare,NP,NP,PZA,SEI FEBBRAIO,26,6358,8,esterno,86,macelleria,36.0,9.0
alimentare,NP,NP,PZA,SEMPIONE,6,7111,1,esterno,136,macelleria,24.0,12.0
alimentare,NP,NP,PZA,TIRANA,2,5378,6,esterno,128,pasticceria,27.0,80.0
alimentare,NP,NP,PZA,TIRANA,2,5378,6,NP,128,macelleria,35.0,0.0
alimentare,NP,NP,PZA,TIRANA,5,5378,6,esterno,157,salumeria - rosticceria - cibi,24.0,0.0
alimentare,NP,NP,PZA,VELASCA,5,335,1,NP,356,vini - olii e liquori in recip,5.0,33.0
alimentare,NP,NP,PZA,VELASCA,6,335,1,esterno,394,pasticceria,103.0,0.0
alimentare,NP,NP,PZA,VENTICINQUE APRILE,7,1064,9,NP,86,bibite e bevande analcoliche,5.0,13.0
alimentare,NP,NP,PZA,VENTICINQUE APRILE,7,1064,9,NP,NP,gelati - pasticcini,23.0,33.0
alimentare,NP,NP,PZA,VENTICINQUE APRILE,9,1064,9,esterno,317,bar,60.0,40.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,10,5200,5,NP,127,pasticceria,10.0,131.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,interno,52,panetteria,18.0,0.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,interno,52,salumeria,18.0,0.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,interno,52,vini - olii e liquori in recip,7.0,4.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,esterno,52,polleria,27.0,0.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,interno,52,macelleria,19.0,0.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,interno,52,"frutta, verdura e funghi",9.0,11.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,1,5200,5,NP,NP,alimentare,12.0,4.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,6,5200,5,NP,NP,vendita bibite e lattine,4.0,40.0
alimentare,NP,NP,PZA,VENTIQUATTRO MAGGIO,7,5200,5,esterno,86,erboristeria,18.0,22.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,SNC,6247,7,esterno,195,salumeria - rosticceria - cibi,15.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,SNC,6247,7,interno,195,latteria,21.0,3.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,SNC,6247,7,interno,195,macelleria,15.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,SNC,6247,7,interno,195,panetteria,20.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,SNC,6247,7,interno,195,polleria,17.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4/MCC,6247,7,interno,195,salumeria,15.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,NP,NP,frutta e verdura funghi spontanei freschi.,5.0,8.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,"frutta, verdura e funghi",19.0,18.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,latteria,24.0,2.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,macelleria,36.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,panetteria,18.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,pescheria,19.0,4.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,salumeria,13.0,2.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,tripperia,4.0,0.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,vini - olii e liquori in recip,10.0,1.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,salumeria - rosticceria - cibi,12.0,3.0
alimentare,NP,NP,PZA,WAGNER RICCARDO,4,6247,7,interno,195,drogheria,27.0,0.0
alimentare,NP,NP,RIP,DI PTA TICINESE,117,5150,6,esterno,58,bibite e bevande analcoliche,30.0,14.0
alimentare,NP,NP,RIP,DI PTA TICINESE,13,5150,6,esterno,74,bibite e bevande analcoliche,14.0,13.0
alimentare,NP,NP,RIP,DI PTA TICINESE,13,5150,6,NP,NP,bibite e bevande,20.0,18.0
alimentare,NP,NP,RIP,DI PTA TICINESE,19,5150,6,NP,74,bibite e bevande analcoliche,40.0,0.0
alimentare,NP,NP,RIP,DI PTA TICINESE,33,5150,6,NP,NP,"gelati, bibite e bevande",24.0,10.0
alimentare,NP,NP,RIP,DI PTA TICINESE,49,5150,6,esterno,72,bibite e bevande analcoliche,3.0,27.0
alimentare,NP,NP,RIP,DI PTA TICINESE,49,5150,6,NP,72,vini - olii e liquori in recip,13.0,14.0
alimentare,NP,NP,RIP,DI PTA TICINESE,79,5150,6,NP,NP,cioccolato e altri prodotti di equo e solidale,34.0,486.0
alimentare,NP,NP,VIA,ABBAZIA,6,1310,2,NP,NP,vendita di bevande mediante apparecchi automatici in apposito locale ad essa adibito in modo esclusivo,10.0,8.0
alimentare,NP,NP,VIA,ADIGE,10,4216,5,NP,NP,vini sfusi e in bottiglia e prodotti alimentari tipici,38.0,0.0
alimentare,NP,NP,VIA,ADRIANO PUBLIO ELIO,94,2410,2,esterno,149,salumeria - rosticceria - cibi,93.0,0.0
alimentare,NP,NP,VIA,AGNELLO,2,209,1,esterno,385,bar,30.0,30.0
alimentare,NP,NP,VIA,AJACCIO,15,3246,3,esterno,200,latteria,20.0,30.0
alimentare,NP,NP,VIA,AJACCIO,3,3246,3,esterno,200,macelleria,16.0,16.0
alimentare,NP,NP,VIA,ALBANI FRANCESCO,61,6399,8,esterno,165,panificio (con forno),25.0,105.0
alimentare,NP,NP,VIA,ALBANI FRANCESCO,61,6399,8,NP,NP,bibite,25.0,15.0
alimentare,NP,NP,VIA,ALBANI FRANCESCO,71,6399,8,esterno,165,"frutta, verdura e funghi",28.0,0.0
alimentare,NP,NP,VIA,ALBERTINELLI MARIOTTO,4,6561,7,esterno,248,macelleria,25.0,25.0
alimentare,NP,NP,VIA,ALBERTINELLI MARIOTTO,4,6561,7,esterno,248,panificio (con forno),30.0,116.0
alimentare,NP,NP,VIA,ALEARDI ALEARDO,2,7209,8,esterno,74,erboristeria,30.0,6.0
alimentare,NP,NP,VIA,ALEARDI ALEARDO,3,7209,8,NP,73,vini - olii e liquori in recip,25.0,25.0
alimentare,NP,NP,VIA,ALEARDI ALEARDO,3,7209,8,NP,NP,carni derivati taglio e confezionamento,25.0,26.0
alimentare,NP,NP,VIA,ALESSI GALEAZZO,1,5169,1,NP,NP,alimenti e bevande,70.0,0.0
alimentare,NP,NP,VIA,ALMERICO DA SCHIO,1,5391,6,esterno,140,salumeria,50.0,0.0
alimentare,NP,NP,VIA,ALSERIO,22,1153,9,NP,260,bibite e bevande analcoliche,95.0,43.0
alimentare,NP,NP,VIA,ALTAGUARDIA,15,4058,5,NP,123,panetteria,20.0,45.0
alimentare,NP,NP,VIA,ALTAMURA SAVERIO,17,6576,7,esterno,288,macelleria islamica,19.0,16.0
alimentare,NP,NP,VIA,AMADEO GIAN ANTONIO,14,3228,3,NP,197,rosticceria,34.0,92.0
alimentare,NP,NP,VIA,AMADEO GIAN ANTONIO,27,3228,3,NP,171,minimercati,23.0,23.0
alimentare,NP,NP,VIA,AMEDEO D'AOSTA,3,2095,3,NP,NP,erboristeria,24.0,30.0
alimentare,NP,NP,VIA,AMEGLIO GIOVANNI,12,7457,8,esterno,114,pasticceria,5.0,61.0
alimentare,NP,NP,VIA,AMPERE ANDREA MARIA,123,2428,3,esterno,9,panineria - focacceria,28.0,20.0
alimentare,NP,NP,VIA,AMPERE ANDREA MARIA,93,2428,3,NP,11,"frutta, verdura e funghi",11.0,18.0
alimentare,NP,NP,VIA,ANDREA DEL SARTO,23,3123,3,interno,144,spaccio aziendale alimentare,210.0,0.0
alimentare,NP,NP,VIA,ANDREOLI DON GIUSEPPE,17,1467,9,esterno,12,drogheria,10.0,27.0
alimentare,NP,NP,VIA,ANDREOLI DON GIUSEPPE,17,1467,9,esterno,12,vini - olii e liquori in recip,18.0,19.0
alimentare,NP,NP,VIA,ANDREOLI DON GIUSEPPE,23,1467,9,NP,NP,bevandi alimenti surgelati minimarket alimenti vari                           trasformazione piadine panini insalate ecc.,10.0,26.0
alimentare,NP,NP,VIA,ANDREOLI DON GIUSEPPE,7,1467,9,esterno,12,bibite e bevande analcoliche,37.0,39.0
alimentare,NP,NP,VIA,ANDREOLI DON GIUSEPPE,9,1467,9,NP,12,vini - olii e liquori in recip,16.0,28.0
alimentare,NP,NP,VIA,ANFOSSI AUGUSTO,13,3071,4,NP,50,non utilizzare (ex funghi).,70.0,0.0
alimentare,NP,NP,VIA,ANGUISSOLA SOFONISBA,24,6609,7,esterno,15,salumeria - rosticceria - cibi,28.0,18.0
alimentare,NP,NP,VIA,ANTONINI GIACOMO,58,4250,5,esterno,100,"frutta, verdura e funghi",20.0,17.0
alimentare,NP,NP,VIA,ANTONINI GIACOMO,66,4250,5,NP,NP,bibite - pane,24.0,14.0
alimentare,NP,NP,VIA,ANZANI FRANCESCO,1,3076,4,NP,NP,bevande e prodotti alimentari,5.0,29.0
alimentare,NP,NP,VIA,ANZANI FRANCESCO,3,3076,4,esterno,49,salumeria,62.0,0.0
alimentare,NP,NP,VIA,APPENNINI,77/H,7514,8,esterno,5,panetteria,18.0,30.0
alimentare,NP,NP,VIA,APPIANI ANDREA,9,1050,1,esterno,88,macelleria,31.0,8.0
alimentare,NP,NP,VIA,ARBE,33,1352,2,esterno,86,latteria,18.0,18.0
alimentare,NP,NP,VIA,ARBE,85,1352,2,esterno,31,posteria - bazar,35.0,0.0
alimentare,NP,NP,VIA,ARCHIMEDE,77,3086,4,esterno,22,rosticceria,15.0,32.0
alimentare,NP,NP,VIA,ARCONATI COSTANZA,9,3211,4,esterno,62,caffe crudo e torrefatto,20.0,12.0
alimentare,NP,NP,VIA,ARESE FRANCESCO,21,1186,9,NP,NP,bevande,9.0,141.0
alimentare,NP,NP,VIA,ARESE FRANCESCO,21,1186,9,NP,NP,latte pasta salumi,80.0,80.0
alimentare,NP,NP,VIA,ARGELATI FILIPPO,2,5152,6,NP,72,bibite e bevande analcoliche,18.0,16.0
alimentare,NP,NP,VIA,ARQUA',20,2366,2,esterno,318,macelleria,30.0,10.0
alimentare,NP,NP,VIA,ASELLI GASPARE,18,3167,3,esterno,196,salumeria,90.0,0.0
alimentare,NP,NP,VIA,ASELLI GASPARE,33,3167,3,esterno,161,macelleria,44.0,0.0
alimentare,NP,NP,VIA,ASIAGO,116,2459,2,NP,NP,"bevande, acqua, cocacola, ecc",4.0,27.0
alimentare,NP,NP,VIA,ASTESANI ALESSANDRO,2,1558,9,NP,NP,bevande e preconfezionati all'interno di kebab,3.0,38.0
alimentare,NP,NP,VIA,ASTESANI ALESSANDRO,41,1558,9,NP,86,caffe crudo e torrefatto,50.0,25.0
alimentare,NP,NP,VIA,ASTESANI ALESSANDRO,4,1558,9,NP,NP,generi alimentari,21.0,21.0
alimentare,NP,NP,VIA,ASTESANI ALESSANDRO,56,1558,9,esterno,51,"frutta, verdura e funghi",30.0,0.0
alimentare,NP,NP,VIA,ATENE,6,2371,2,esterno,283,macelleria,55.0,17.0
alimentare,NP,NP,VIA,AUSONIO,16,5093,1,esterno,459,latteria,28.0,8.0
alimentare,NP,NP,VIA,AUSONIO,23,5093,1,NP,135,panetteria,20.0,50.0
alimentare,NP,NP,VIA,BAINSIZZA,2,5213,5,esterno,97,surgelati,44.0,6.0
alimentare,NP,NP,VIA,BALDINUCCI FILIPPO,98,1267,9,NP,NP,minimercati,32.0,3.0
alimentare,NP,NP,VIA,BALDINUCCI FILIPPO,99,1267,9,NP,34,macelleria,35.0,0.0
alimentare,NP,NP,VIA,BALDUCCIO DA PISA,16,4161,5,interno,14,caffe crudo e torrefatto,14.0,0.0
alimentare,NP,NP,VIA,BAMBAIA,10,2278,2,NP,NP,bibite in attivita' di kebab,2.0,59.0
alimentare,NP,NP,VIA,BAMBAIA,2,2278,2,NP,353,rosticceria,10.0,31.0
alimentare,NP,NP,VIA,BANDELLO MATTEO,1,6214,1,esterno,144,pasticceria - gelateria,28.0,12.0
alimentare,NP,NP,VIA,BANFI GIANLUIGI,7,5466,5,esterno,80,panetteria,46.0,30.0
alimentare,NP,NP,VIA,BARABINO NICOLO',3,4287,4,esterno,136,latteria,22.0,10.0
alimentare,NP,NP,VIA,BARI,11/V,5218,6,esterno,61,panetteria,27.0,60.0
alimentare,NP,NP,VIA,BARI,11,5218,6,NP,NP,minimercati,8.0,35.0
alimentare,NP,NP,VIA,BARONI COSTANTINO,12/A,5422,5,esterno,90,bibite e bevande analcoliche,87.0,60.0
alimentare,NP,NP,VIA,BARONI COSTANTINO,13/A,5422,5,esterno,98,panetteria,48.0,34.0
alimentare,NP,NP,VIA,BARONI COSTANTINO,242/B,5422,5,esterno,110,panificio (con forno),50.0,15.0
alimentare,NP,NP,VIA,BARRILI  ANTON GIULIO,24,5324,5,esterno,36,panetteria,39.0,0.0
alimentare,NP,NP,VIA,BARTOLOMEO D'ALVIANO,55,6612,6,NP,39,panineria - focacceria,45.0,30.0
alimentare,NP,NP,VIA,BASSINI EDOARDO,47,2587,3,NP,87,drogheria,35.0,0.0
alimentare,NP,NP,VIA,BASSINI EDOARDO,49,2587,3,NP,NP,bibite,2.0,35.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,interno,111,latteria,41.0,9.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,interno,111,macelleria,81.0,0.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,interno,111,macelleria equine,19.0,34.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,interno,111,salumeria,81.0,0.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,esterno,111,panetteria,41.0,9.0
alimentare,NP,NP,VIA,BASSO LELIO,8,5453,5,esterno,111,"frutta, verdura e funghi",53.0,0.0
alimentare,NP,NP,VIA,BATTAGLIA NATALE,2,2268,2,esterno,346,panificio (con forno),79.0,0.0
alimentare,NP,NP,VIA,BATTISTI CESARE,21,3019,1,esterno,196,vini - olii e liquori in recip,108.0,0.0
alimentare,NP,NP,VIA,BATTISTI CESARE PARTE PRIVATA,2,3018,1,esterno,197,salumeria - rosticceria - cibi,67.0,25.0
alimentare,NP,NP,VIA,BATTISTOTTI SASSI LUISA,24,3273,4,esterno,245,dolciumi,58.0,0.0
alimentare,NP,NP,VIA,BATTISTOTTI SASSI LUISA,24,3273,4,esterno,245,macelleria,21.0,10.0
alimentare,NP,NP,VIA,BATTISTOTTI SASSI LUISA,24,3273,4,esterno,245,salumeria - rosticceria - cibi,33.0,14.0
alimentare,NP,NP,VIA,BATTISTOTTI SASSI LUISA,8,3273,4,esterno,255,panetteria,18.0,12.0
alimentare,NP,NP,VIA,BAVENO,2,1516,9,esterno,190,panificio (con forno),23.0,52.0
alimentare,NP,NP,VIA,BAZZINI ANTONIO,3,2427,3,NP,NP,prodotti alimentari e non a mezzo distributori automatici,18.0,2.0
alimentare,NP,NP,VIA,BEATO ANGELICO,17,3204,3,NP,NP,prodotti per celiachia,66.0,47.0
alimentare,NP,NP,VIA,BELFIORE,11,6246,7,esterno,215,formaggi e fattorie,30.0,10.0
alimentare,NP,NP,VIA,BELGIRATE,13,1406,2,NP,NP,bevande,9.0,39.0
alimentare,NP,NP,VIA,BELLERIO CARLO,4,1551,9,esterno,154,vini - olii e liquori in recip,50.0,0.0
alimentare,NP,NP,VIA,BELLINI GENTILE,2,5387,6,esterno,142,latteria,20.0,8.0
alimentare,NP,NP,VIA,BENACO,26,4143,5,NP,NP,pane e generi alimentari,16.0,25.0
alimentare,NP,NP,VIA,BENEFATTORI DELL'OSPEDALE,24,1522,9,esterno,121,latteria,100.0,70.0
alimentare,NP,NP,VIA,BENELLI SEM,11,7497,8,esterno,64,latteria,32.0,12.0
alimentare,NP,NP,VIA,BENELLI SEM,11,7497,8,esterno,64,panetteria,42.0,20.0
alimentare,NP,NP,VIA,BENELLI SEM,11,7497,8,esterno,64,salumeria - rosticceria - cibi,26.0,24.0
alimentare,NP,NP,VIA,BERGAMO,11,3189,4,esterno,95,pasticceria - gelateria,30.0,72.0
alimentare,NP,NP,VIA,BERGAMO,3,3189,4,NP,93,minimercati,40.0,30.0
alimentare,NP,NP,VIA,BERGAMO,8,3189,4,NP,111,vini - olii e liquori in recip,24.0,0.0
alimentare,NP,NP,VIA,BERGOGNONE AMBROGIO DA FOSSANO,9,5130,6,esterno,18,panificio (con forno),28.0,50.0
alimentare,NP,NP,VIA,BESSARIONE,28,4152,4,esterno,NP,alimentari internazionali,31.0,17.0
alimentare,NP,NP,VIA,BESSARIONE,12,4152,4,esterno,116,latteria,35.0,3.0
alimentare,NP,NP,VIA,BESSARIONE,16,4152,4,esterno,116,panetteria,30.0,0.0
alimentare,NP,NP,VIA,BESSARIONE,19,4152,4,esterno,119,minimercati,50.0,107.0
alimentare,NP,NP,VIA,BETTI UGO,46/C,7517,8,esterno,50,panificio (con forno),28.0,46.0
alimentare,NP,NP,VIA,BETTI UGO,155/A,7517,8,esterno,46,salumeria - rosticceria - cibi,32.0,16.0
alimentare,NP,NP,VIA,BIANCHI MOSE',2,6385,7,esterno,173,salumeria - rosticceria - cibi,35.0,35.0
alimentare,NP,NP,VIA,BIELLA,22,5305,6,esterno,65,panetteria,21.0,121.0
alimentare,NP,NP,VIA,BIELLA,28,5305,6,NP,NP,prodotti alimentari,15.0,14.0
alimentare,NP,NP,VIA,BIGLI,21,224,1,esterno,363,panetteria,50.0,0.0
alimentare,NP,NP,VIA,BINDA AMBROGIO,14,5298,6,esterno,17,panificio (con forno),70.0,40.0
alimentare,NP,NP,VIA,BINDA AMBROGIO,25,5298,6,NP,NP,generi alimentari in genere e bevande.,28.0,75.0
alimentare,NP,NP,VIA,BINDA AMBROGIO,28,5298,6,NP,NP,minimercati alimentari,16.0,5.0
alimentare,NP,NP,VIA,BINDA AMBROGIO,5,5298,6,esterno,18,gelateria,26.0,3.0
alimentare,NP,NP,VIA,BIXIO NINO,11,3133,3,esterno,150,panificio (con forno),40.0,50.0
alimentare,NP,NP,VIA,BIZZONI ACHILLE,7,1359,2,esterno,101,bibite e bevande analcoliche,2.0,58.0
